Frames	Seconds	X1	Y1	X1Cam	Y1Cam	X2	Y2	X2Cam	Y2Cam	Phase
1001	40.04	7.378730774	3.435918045	64.85150146	118.7767792	7.913885498	4.291411209	49.7338562	82.33073425	1
1002	40.08	7.319641876	3.432573319	67.00549316	118.926178	7.915722656	4.301610184	49.72637939	81.91362	1
1003	40.12	7.259274292	3.425398636	69.2223587	119.25354	7.928679657	4.309144974	49.33911133	81.63928223	1
1004	40.16	7.199385071	3.416796494	71.44432831	119.6507492	7.955305481	4.318172073	48.5128479	81.34396362	1
1005	40.2	7.142984009	3.409136581	73.5625	120.0086899	7.983322907	4.326247788	47.64064026	81.09346008	1
1006	40.24	7.091818237	3.403808594	75.50894928	120.2615128	7.996846008	4.327712631	47.20854187	81.07301331	1
1007	40.28	7.045578003	3.400848389	77.28982544	120.4057846	7.992219544	4.320740509	47.32221985	81.34599304	1
1008	40.32	7.003400421	3.399431992	78.93169403	120.4786987	7.979589081	4.309379959	47.67378235	81.77680206	1
1009	40.36	6.966346741	3.399333954	80.38826752	120.4897614	7.973253632	4.299992371	47.83137512	82.14548492	1
1010	40.4	6.937310791	3.401325989	81.54232025	120.4014359	7.980350494	4.295640564	47.57745361	82.34526062	1
1011	40.44	6.918048096	3.406271744	82.32083893	120.1720581	8.001737976	4.294921112	46.87841797	82.43595886	1
1012	40.48	6.907288361	3.413538742	82.7686615	119.8314285	8.033803558	4.29372406	45.83491516	82.57666779	1
1013	40.52	6.900502014	3.420853043	83.05880737	119.4876328	8.070139313	4.287913895	44.63694763	82.91851807	1
1014	40.56	6.892307282	3.425922394	83.39993286	119.2496185	8.103692627	4.275289536	43.50071716	83.53059387	1
1015	40.6	6.878861237	3.427873993	83.94404602	119.1590805	8.131899262	4.257174301	42.51324463	84.35089874	1
1016	40.64	6.859844208	3.427843857	84.70861816	119.1627197	8.158699799	4.237641144	41.5688324	85.22369385	1
1017	40.68	6.837971497	3.427817154	85.59149933	119.1667023	8.187271881	4.219610596	40.58181763	86.03794861	1
1018	40.72	6.816569519	3.428279877	86.46027374	119.1476135	8.21007843	4.200881577	39.77706909	86.86393738	1
1019	40.76	6.796679688	3.426870346	87.2660141	119.217308	8.209620667	4.172763825	39.65559387	88.01446533	1
